Id,Model,Price,Age,Mfg_Month,Millage,HP,Automatic,CC,Doors,Cylinders,Gears,QuartTax,Weight
1080,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,6,146197,86,0,1300,3,4,5,69,1015
1081,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,4,145996,110,0,1600,4,4,5,69,1035
1082,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,1,143560,86,1,1300,3,4,5,69,1045
1083,HONDA Civic 2.0 DSL ,7950,71,10,139145,73,0,2000,2,4,5,185,1115
1084,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,2,138500,86,0,1300,5,4,5,69,1050
1085,HONDA Civic 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,7,137741,90,0,2000,5,4,5,185,1135
1086,HONDA Civic 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,1,137178,90,0,2000,5,4,5,185,1135
1087,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,5,134889,72,0,2000,3,4,5,185,1115
1088,HONDA Civic 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,10,134660,72,0,2000,5,4,5,64,1135
1089,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,8,134539,110,0,1600,5,4,5,85,1070
1091,HONDA Civic 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7950,79,2,131500,72,0,2000,5,4,5,185,1140
1092,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,131307,110,0,1600,3,4,5,69,1050
1093,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,74,7,130025,110,0,1600,3,4,5,69,1050
1094,HONDA Civic 1.3 LB LINEA TERRA 4/5-Doors,6500,78,3,130000,86,0,1300,5,4,5,19,1015
1095,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,4,128960,110,0,1600,5,4,5,85,1070
1096,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,80,1,128351,110,0,1600,5,4,5,85,1070
1097,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,8250,73,8,128006,110,0,1600,3,4,5,69,1050
1098,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,10,127159,72,0,2000,3,4,5,185,1115
1099,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,9,126478,110,0,1600,4,4,5,69,1035
1100,HONDA Civic 1.6 HB Terra 4/5-Doors,7900,77,4,126000,110,0,1600,5,4,5,69,1050
1101,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,5,125778,110,0,1600,3,4,5,69,1050
1102,HONDA Civic 1.6i-16 SPORTS TC 2/3-Doors,7900,75,6,125400,110,0,1600,3,4,5,69,1050
1103,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,7,124910,72,0,2000,5,4,5,185,1135
1104,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,8450,70,11,124743,110,0,1600,3,4,5,69,1050
1105,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,5,124591,110,0,1600,5,4,5,85,1075
1106,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,124057,110,0,1600,3,4,5,69,1050
1107,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,9,123403,110,0,1600,3,4,5,69,1050
1108,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,6,123104,110,0,1600,5,4,5,85,1070
1109,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,123077,86,0,1300,3,4,5,69,1015
1110,HONDA Civic 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,1,122820,86,0,1300,5,4,5,69,1040
1111,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,4,122290,110,0,1600,3,4,5,69,1050
1112,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,7,121900,110,0,1600,4,4,5,69,1035
1113,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,4,121545,110,0,1600,5,4,5,85,1070
1114,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,10,120474,72,0,2000,3,4,5,185,1115
1115,HONDA Civic 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,5,120263,72,0,2000,5,4,5,64,1135
1116,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,7,120196,110,0,1600,3,4,5,69,1050
1117,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,10,120000,110,0,1600,5,4,5,85,1085
1118,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,3,120000,110,0,1600,5,4,5,85,1075
1119,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,8,115877,110,0,1600,4,4,5,69,1035
1120,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,5,115345,110,0,1600,5,4,5,85,1070
1121,HONDA Civic 1.6 HATCHBACK 2/3-Doors,6500,71,10,115157,110,0,1600,3,4,5,69,1050
1122,HONDA Civic 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,3,115000,107,1,1600,5,4,5,85,1100
1123,HONDA Civic 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,4,114258,86,0,1300,5,4,5,69,1050
1124,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,8,112963,72,0,2000,5,4,5,185,1135
1125,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,7,112307,110,0,1600,5,4,5,85,1070
1126,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,7350,72,9,112000,86,0,1300,3,4,5,69,1015
1127,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,7750,73,8,111602,86,0,1300,3,4,5,69,1015
1128,HONDA Civic 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,1,111392,110,0,1598,3,4,5,197,1083
1129,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,5,110901,110,0,1600,5,4,5,85,1085
1130,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1,110887,110,0,1600,3,4,5,85,1055
1131,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,6500,72,9,110634,86,0,1300,3,4,5,69,1015
1132,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,1,110000,110,0,1600,4,4,5,69,1035
1133,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,6,109540,110,0,1600,5,4,5,85,1085
1134,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,3,109263,110,0,1600,5,4,5,85,1070
1135,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,10,107516,110,0,1600,3,4,5,69,1050
1136,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7950,73,8,107108,110,0,1600,3,4,5,69,1050
1137,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,6,107000,110,0,1600,3,4,5,69,1050
1138,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,7,106250,110,0,1600,5,4,5,85,1070
1139,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,8750,71,10,106150,86,0,1300,3,4,5,19,1015
1140,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7750,72,9,106108,110,0,1600,3,4,5,69,1050
1141,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,9,105856,86,0,1300,3,4,5,69,1015
1142,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,105152,86,0,1300,3,4,5,69,1015
1143,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,1,105135,110,0,1600,3,4,5,69,1050
1144,HONDA Civic 1.6 3D Terra/Comf. 2/3-Doors,8750,76,5,104344,110,0,1600,3,4,5,69,1050
1145,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7950,74,7,104150,110,0,1600,3,4,5,69,1050
1146,HONDA Civic 1.3 16V HATCHB 2/3-Doors,6750,74,7,104000,86,0,1300,3,4,5,69,1010
1147,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,8,103121,86,0,1300,5,4,5,69,1035
1148,HONDA Civic 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,1,102300,86,0,1300,3,4,5,69,1015
1149,HONDA Civic 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,6,102005,107,1,1600,5,4,5,85,1105
1150,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,102000,86,0,1300,3,4,5,69,1015
1151,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,6,101855,110,0,1600,5,4,5,85,1070
1152,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,7,101773,110,0,1600,3,4,5,69,1050
1153,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,6,101159,110,0,1600,5,4,5,85,1085
1154,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,6750,74,7,101000,86,0,1300,3,4,5,19,1015
1155,HONDA Civic 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,7,100732,86,1,1300,4,4,5,69,1030
1156,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,2,100719,110,0,1600,5,4,5,85,1070
1157,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,3,100487,110,0,1600,4,4,5,69,1035
1158,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,1,100458,110,0,1600,5,4,5,85,1085
1159,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,6,100192,110,0,1600,3,4,5,69,1050
1160,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,1,100123,110,0,1600,3,4,5,69,1050
1161,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7950,73,8,99971,110,0,1600,3,4,5,69,1050
1162,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,2,99397,86,0,1300,5,4,5,69,1035
1163,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,12,99374,86,0,1300,5,4,5,69,1035
1164,HONDA Civic 1.6 LB LINEA LUNA 4/5-Doors,6950,72,9,99245,110,0,1600,5,4,5,19,1114
1165,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,2,98742,110,0,1600,5,4,5,85,1085
1166,HONDA Civic 1.6 16V S-uitvoering 2/3-Doors,8450,71,10,98154,110,0,1600,3,4,5,69,1050
1167,HONDA Civic 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,4,98000,110,0,1600,5,4,5,19,1065
1168,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,1,97548,86,0,1300,5,4,5,69,1035
1169,HONDA Civic 1.6 LINEA TERRA 4/5-Doors,8900,78,3,97534,110,0,1600,5,4,5,85,1070
1170,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,8,97494,110,0,1600,5,4,5,85,1085
1171,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,8,97085,110,0,1600,5,4,5,85,1085
1172,HONDA Civic 1.6 Linea Terra Sedan 4/5-Doors,7950,69,12,97000,110,0,1600,4,4,5,69,1035
1173,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,7,96302,86,0,1300,3,4,5,69,1015
1174,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,3,96000,86,0,1300,3,4,5,69,1015
1175,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,7,96000,110,0,1600,5,4,5,85,1085
1176,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,3,95909,110,0,1600,5,4,5,85,1070
1177,HONDA Civic 1.6 Terra Stationwagen,6990,79,2,95700,110,0,1600,5,4,5,85,1085
1178,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,3,95651,110,0,1600,5,4,5,85,1070
1179,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,2,95000,86,0,1300,5,4,5,69,1035
1180,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1,94447,110,0,1600,3,4,5,69,1050
1181,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,1,94079,110,0,1600,5,4,5,85,1085
1182,HONDA Civic 1.6 Linea Terra Comfort 4/5-Doors,9250,80,1,93841,110,0,1600,5,4,5,85,1070
1183,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,2,93090,86,0,1300,5,4,5,69,1035
1184,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,93066,110,0,1600,5,4,5,85,1075
1185,HONDA Civic 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,2,93039,110,0,1600,3,4,5,69,1050
1186,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,4,93000,110,0,1600,5,4,5,85,1075
1187,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,1,92830,86,0,1300,3,4,5,69,1015
1189,HONDA Civic 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,1,92255,107,1,1600,5,4,5,85,1105
1190,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,1,92096,86,0,1300,5,4,5,69,1035
1191,HONDA Civic 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,9,91921,86,0,1300,3,4,5,69,1020
1192,HONDA Civic 1.3 16V HATCHB S 2/3-Doors,6500,70,11,91900,86,0,1300,3,4,5,69,1015
1193,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,3,91399,110,0,1600,5,4,5,85,1070
1194,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,91082,110,0,1600,3,4,5,69,1050
1195,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,10,90370,86,0,1300,5,4,5,69,1035
1196,HONDA Civic 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,3,90345,86,0,1300,5,4,5,69,1035
1197,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,90305,86,0,1300,3,4,5,69,1015
1198,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,3,90011,86,1,1300,3,4,5,69,1045
1199,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,90000,86,0,1300,3,4,5,69,1015
1200,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,11,89983,110,0,1600,3,4,5,85,1055
1201,HONDA Civic 1.6 LB LINEA TERRA 4/5-Doors,7500,78,3,89953,110,0,1600,5,4,5,19,1114
1202,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,7,89800,72,0,2000,3,4,5,185,1115
1203,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,2,89739,86,0,1300,5,4,5,69,1035
1204,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,5,89520,110,0,1600,3,4,5,69,1050
1205,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,89507,86,0,1300,3,4,5,69,1015
1206,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,12,89096,110,0,1600,5,4,5,85,1085
1207,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,7,88700,110,0,1600,3,4,5,69,1050
1208,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,9,88500,110,0,1600,5,4,5,85,1075
1209,HONDA Civic 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,8,88186,72,0,2000,3,4,5,185,1115
1210,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7200,75,6,88000,110,0,1600,3,4,5,69,1050
1211,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,3,87743,110,0,1600,3,4,5,85,1055
1212,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,6,87613,86,0,1300,3,4,5,69,1015
1213,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,8,87358,110,0,1600,3,4,5,69,1050
1214,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,9,87083,110,0,1600,4,4,5,69,1035
1215,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,11,87000,110,0,1600,4,4,5,69,1035
1216,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,3,87000,110,0,1600,4,4,5,69,1035
1217,HONDA Civic 1.3 3D Linea Terra 2/3-Doors,7950,73,8,87000,86,0,1300,3,4,5,69,1015
1218,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1,87000,86,0,1300,3,4,5,69,1015
1219,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,86860,110,0,1600,5,4,5,85,1075
1220,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,1,86109,110,0,1600,3,4,5,85,1055
1221,HONDA Civic 1.3 16V LB Linea Luna 4/5-Doors,8750,79,2,86000,86,0,1300,5,4,5,69,1040
1222,HONDA Civic 1.6 HB LINEA LUNA 2/3-Doors,8950,80,1,86000,110,0,1600,3,4,5,19,1050
1223,HONDA Civic 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,11,85864,72,0,2000,5,4,5,185,1135
1224,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,1,85565,110,0,1600,5,4,5,85,1070
1225,HONDA Civic 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,11,85470,107,1,1600,3,4,5,85,1080
1226,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,8,85200,110,0,1600,3,4,5,69,1050
1227,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,11,85000,110,0,1600,3,4,5,85,1055
1228,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,8,84988,110,0,1600,3,4,5,69,1050
1229,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,2,84966,110,0,1600,5,4,5,85,1070
1230,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,5,84472,110,0,1600,5,4,5,85,1070
1231,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,8,84402,110,0,1600,4,4,5,69,1035
1232,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,84123,110,0,1600,3,4,5,69,1050
1233,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,1,84000,110,0,1600,5,4,5,85,1075
1234,HONDA Civic 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,3,84000,110,0,1600,5,4,5,19,1065
1235,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,4,84000,110,0,1600,5,4,5,85,1085
1236,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,6,83850,110,0,1600,3,4,5,85,1055
1237,HONDA Civic LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,1,83540,110,0,1600,5,4,5,85,1070
1238,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,5,83405,110,0,1600,5,4,5,85,1070
1239,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,10,83291,110,0,1600,5,4,5,85,1070
1240,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,12,83133,86,0,1300,3,4,5,69,1015
1241,HONDA Civic 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,10,83047,86,1,1300,3,4,5,69,1045
1242,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,10,82700,110,0,1600,3,4,5,69,1050
1243,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,3,82675,86,0,1300,3,4,5,69,1015
1244,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,5950,78,3,82595,86,0,1300,3,4,5,19,1015
1245,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,6,82256,110,0,1600,3,4,5,69,1050
1246,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,82103,86,0,1300,3,4,5,69,1015
1247,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,1,82021,86,0,1300,5,4,5,69,1035
1248,HONDA Civic 1.6 Linea Luna 4/5-Doors,8950,71,10,82000,110,0,1600,5,4,5,85,1075
1249,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,2,81988,110,0,1600,5,4,5,85,1070
1250,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,5,81930,110,0,1600,5,4,5,85,1070
1251,HONDA Civic 1.6 VVTi Linea terra 2/3-Doors,6950,70,11,81663,110,0,1600,3,4,5,69,1050
1252,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,4,80486,110,0,1600,5,4,5,85,1070
1253,HONDA Civic 1.6 16v Linea Terra 4/5-Doors,7250,78,3,80000,110,0,1600,4,4,5,19,1065
1254,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,12,79000,86,0,1300,3,4,5,69,1015
1255,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,7,78894,110,0,1600,5,4,5,85,1070
1256,HONDA Civic 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,3,78689,110,0,1600,4,4,5,69,1035
1257,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,4,78435,86,0,1300,3,4,5,69,1015
1258,HONDA Civic 1.6 Linea Terra HB 2/3-Doors,8500,71,10,78260,110,0,1600,3,4,5,69,1050
1259,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,9,78120,110,0,1600,5,4,5,85,1075
1260,HONDA Civic 1.3 HB LINEA TERRA 2/3-Doors,6950,77,4,77000,86,0,1300,3,4,5,19,1015
1261,HONDA Civic 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,3,77000,110,0,1600,3,4,5,69,1050
1262,HONDA Civic 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,6,76382,110,0,1600,3,4,5,85,1055
1263,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,5,76268,86,0,1300,3,4,5,69,1015
1264,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,8,76151,86,0,1300,3,4,5,69,1015
1265,HONDA Civic 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,1,76000,110,0,1600,3,4,5,69,1050
1266,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,10,76000,110,0,1600,5,4,5,85,1070
1267,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,9,75840,86,0,1300,5,4,5,69,1035
1268,HONDA Civic 1.6 HB LINEA TERRA 2/3-Doors,9500,77,4,75799,110,0,1600,3,4,5,19,1050
1269,HONDA Civic 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,9,75525,110,0,1600,3,4,5,19,1114
1270,HONDA Civic 1.3 Linea Terra wagon Stationwagen,8450,78,3,75323,86,0,1300,5,4,5,69,1050
1271,HONDA Civic 1.6 station 1 Stationwagen,7995,79,2,75322,110,0,1600,4,4,5,85,1115
1272,HONDA Civic 1.6 Linea Terra Sd 4/5-Doors,8750,78,3,75226,110,0,1600,4,4,5,69,1035
1273,HONDA Civic 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,10,75085,86,0,1300,5,4,5,69,1035
1274,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,8,75000,110,0,1600,5,4,5,85,1075
1275,HONDA Civic 1.3 16V Linea Terra 4/5-Doors,8950,69,12,75000,86,0,1300,4,4,5,69,1000
1276,HONDA Civic 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,12,75000,86,0,1300,4,4,5,69,1000
1277,HONDA Civic LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,3,74926,110,0,1600,5,4,5,85,1075
1278,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,1,74785,110,0,1600,5,4,5,85,1070
1279,HONDA Civic 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,12,74573,110,0,1600,5,4,5,85,1085
1280,HONDA Civic 1.3i LINEA TERRA 2/3-Doors,5950,75,6,74567,86,0,1300,3,4,5,19,1015
1281,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,1,74196,110,0,1600,5,4,5,85,1075
1282,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1,74151,110,0,1600,3,4,5,69,1050
1283,HONDA Civic 1.6 16V HATCHB S 2/3-Doors,7400,75,6,74096,110,0,1600,3,4,5,69,1050
1284,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,2,74093,110,0,1600,5,4,5,85,1075
1285,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,10,74000,110,0,1600,3,4,5,69,1050
1286,HONDA Civic 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,6,74000,86,0,1300,3,4,5,69,1015
1287,HONDA Civic 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,3,73638,86,1,1300,4,4,5,19,1015
1288,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,6,73460,110,0,1600,5,4,5,85,1070
1289,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,1,73200,110,0,1600,5,4,5,85,1070
1290,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,5,73116,110,0,1600,5,4,5,85,1075
1291,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,11,73014,110,0,1600,5,4,5,85,1075
1292,HONDA Civic 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,4,72703,110,0,1600,3,4,5,69,1050
1293,HONDA Civic 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,2,72328,110,0,1600,5,4,5,85,1075
1294,HONDA Civic 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,3,72222,110,0,1600,5,4,5,85,1070
